상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 미니파인애플 234g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,5700,4.9,34,234,3,702,81.2,001478569,https://www.dongwonmall.com/product/detail.do?productId=001478569,동원 미니파인애플,,,확인필요,,,캔,,false,false,true
동원 양반 전복죽 420g x 20개,죽/스프,즉석조리식품,간편식사,51000,4.9,34,420,20,8400,60.71,003645639,https://www.dongwonmall.com/product/detail.do?productId=003645639,동원 양반 전복죽,죽류,레토르트죽,"해물, 전복",전자레인지,식사대용,캔,,false,false,true
동원 화끈한골뱅이 140g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,32800,4.8,33,140,10,1400,234.29,000524325,https://www.dongwonmall.com/product/detail.do?productId=000524325,동원 화끈한골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 자연산골뱅이 300g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,33400,4.8,33,300,5,1500,222.67,003600795,https://www.dongwonmall.com/product/detail.do?productId=003600795,동원 자연산골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 떡볶이의신 매콤달콤 컵떡볶이 160g x 5개,떡볶이/떡류,떡류,간식,12500,4.7,33,160,5,800,156.25,001244323,https://www.dongwonmall.com/product/detail.do?productId=001244323,동원 떡볶이의신 매콤달콤 컵떡볶이,,,스파이시(고추소스),,,용기/트레이,,false,false,true
동원 양반 수라 차돌육개장 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5500,4.7,33,460,1,460,119.57,001312592,https://www.dongwonmall.com/product/detail.do?productId=001312592,동원 양반 수라 차돌육개장,,,확인필요,,,,,false,false,true
동원 런천미트 200g,햄/닭가슴살,가공육,반찬/주재료,2500,5,33,200,1,200,125,000002233,https://www.dongwonmall.com/product/detail.do?productId=000002233,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 자연산꽁치 400g x 9캔,고등어/꽁치통조림,통조림,반찬,35100,4.9,33,400,9,3600,97.5,003569049,https://www.dongwonmall.com/product/detail.do?productId=003569049,동원 자연산꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,false,false,true
동원 양반 캔볶음김치 160g x 20캔,반찬/기타통조림,반찬,반찬,36600,5,32,160,20,3200,114.38,003565791,https://www.dongwonmall.com/product/detail.do?productId=003565791,동원 양반 캔볶음김치,,,확인필요,,,캔,,false,false,true
동원 한입골뱅이 400g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,84800,5,31,400,10,4000,212,003601038,https://www.dongwonmall.com/product/detail.do?productId=003601038,동원 한입골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
