상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 Dole 후르츠칵테일 432g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,30000,4.8,21,432,12,5184,57.87,003605740,https://www.dongwonmall.com/product/detail.do?productId=003605740,동원 Dole 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 저스트 노슈가 스위트콘 340g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,10200,4.8,21,340,6,2040,50,003691052,https://www.dongwonmall.com/product/detail.do?productId=003691052,동원 저스트 노슈가 스위트콘,,,확인필요,,,캔,,false,false,true
동원참치 마일드참치 200g,참치/연어통조림,통조림,반찬/주재료,3200,4.9,20,200,1,200,160,000322725,https://www.dongwonmall.com/product/detail.do?productId=000322725,동원참치 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,false,false,true
동원 새콤달콤 도톰쫄깃 삼각유부초밥 340g(4인용) x 2개,아이반찬,반찬,반찬,8900,4.9,19,340,2,680,130.88,001480033,https://www.dongwonmall.com/product/detail.do?productId=001480033,동원 새콤달콤 도톰쫄깃 삼각유부초밥,,,확인필요,,,,,false,false,true
동원 번데기 130g,골뱅이/수산통조림,통조림,안주/반찬,1480,4.9,19,130,1,130,113.85,003702220,https://www.dongwonmall.com/product/detail.do?productId=003702220,동원 번데기,,,확인필요,,,캔,,false,false,true
동원 Dole 파인애플 432g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,8100,4.7,19,432,3,1296,62.5,003618597,https://www.dongwonmall.com/product/detail.do?productId=003618597,동원 Dole 파인애플,,,확인필요,,,캔,,false,false,true
"[체험팩] 동원참치 가미참치 90g 3종(불/짜장/카레) 각 3개, 총 9개",참치/연어통조림,통조림,반찬/주재료,15600,5,18,90,3,270,577.78,003691495,https://www.dongwonmall.com/product/detail.do?productId=003691495,"동원참치 가미참치 3종 각 , 총",참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 불참치 90g,참치/연어통조림,통조림,반찬/주재료,2380,4.9,18,90,1,90,264.44,003688323,https://www.dongwonmall.com/product/detail.do?productId=003688323,동원참치 불참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 야채참치 90gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,5,18,90,10,900,222.22,003729418,https://www.dongwonmall.com/product/detail.do?productId=003729418,동원참치 야채참치,참치/통조림,플레이크형,야채,즉석,반찬,캔,,false,false,true
동원참치 고추참치 250g,참치/연어통조림,통조림,반찬/주재료,3700,4.8,18,250,1,250,148,000024360,https://www.dongwonmall.com/product/detail.do?productId=000024360,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
양반 나주식 곰탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,6450,4.9,18,460,3,1380,46.74,001571294,https://www.dongwonmall.com/product/detail.do?productId=001571294,양반 나주식 곰탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 영양닭죽 285g,죽/스프,즉석조리식품,간편식사,2200,4.9,18,285,1,285,77.19,001478725,https://www.dongwonmall.com/product/detail.do?productId=001478725,동원 양반 영양닭죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 한입 골뱅이 400g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,47900,4.9,17,400,5,2000,239.5,000090486,https://www.dongwonmall.com/product/detail.do?productId=000090486,동원 한입 골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 자연산꽁치 300g x 3캔,고등어/꽁치통조림,통조림,반찬,11300,4.9,17,300,3,900,125.56,003646939,https://www.dongwonmall.com/product/detail.do?productId=003646939,동원 자연산꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,false,false,true
동원 양반 캔김치 160g x 20캔,반찬/기타통조림,반찬,반찬,36600,5,17,160,20,3200,114.38,003565782,https://www.dongwonmall.com/product/detail.do?productId=003565782,동원 양반 캔김치,,,확인필요,,,캔,,false,false,true
동원 떡볶이의신 우리쌀 국물떡볶이 422g(2인) x 2개,떡볶이/떡류,떡류,간식,8900,4.8,17,422,2,844,105.45,003607094,https://www.dongwonmall.com/product/detail.do?productId=003607094,동원 떡볶이의신 우리쌀 국물떡볶이,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 백합죽 420g,죽/스프,즉석조리식품,간편식사,3300,4.8,17,420,1,420,78.57,001212831,https://www.dongwonmall.com/product/detail.do?productId=001212831,동원 양반 백합죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 초밥의달인 롤유부초밥(새콤한맛) 254g x 2개,아이반찬,반찬,반찬,9900,4.9,16,254,2,508,194.88,001432392,https://www.dongwonmall.com/product/detail.do?productId=001432392,동원 초밥의달인 롤유부초밥,,,확인필요,,,,,false,false,true
동원 초밥의달인 큰사각유부초밥 189g,아이반찬,반찬,반찬,3300,5,16,189,1,189,174.6,001414911,https://www.dongwonmall.com/product/detail.do?productId=001414911,동원 초밥의달인 큰사각유부초밥,,,확인필요,,,,,false,false,true
동원참치 DHA 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,4.9,16,150,20,3000,166.67,003676394,https://www.dongwonmall.com/product/detail.do?productId=003676394,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 캔김치 160g x 5캔,반찬/기타통조림,반찬,반찬,9500,5,16,160,5,800,118.75,003565779,https://www.dongwonmall.com/product/detail.do?productId=003565779,동원 양반 캔김치,,,확인필요,,,캔,,false,false,true
동원 자연산꽁치 300g x 12캔,고등어/꽁치통조림,통조림,반찬,42000,5,16,300,12,3600,116.67,003646943,https://www.dongwonmall.com/product/detail.do?productId=003646943,동원 자연산꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,false,false,true
동원 런천미트 200g x 10캔,햄/닭가슴살,가공육,반찬/주재료,20900,5,16,200,10,2000,104.5,001479441,https://www.dongwonmall.com/product/detail.do?productId=001479441,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 양반 수라 돼지고기 김치찌개 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,4.8,16,460,3,1380,108.7,003566286,https://www.dongwonmall.com/product/detail.do?productId=003566286,동원 양반 수라 돼지고기 김치찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 수라 돼지고기 김치찌개 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.9,16,460,5,2300,104.35,003594150,https://www.dongwonmall.com/product/detail.do?productId=003594150,동원 양반 수라 돼지고기 김치찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 저스트 노슈가 후르츠칵테일 425g,과일/옥수수/팥,통조림,간식/요리재료,2980,4.9,16,425,1,425,70.12,003730316,https://www.dongwonmall.com/product/detail.do?productId=003730316,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 양반 참치죽 420g x 10개,죽/스프,즉석조리식품,간편식사,24900,4.9,16,420,10,4200,59.29,003565825,https://www.dongwonmall.com/product/detail.do?productId=003565825,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 자연산왕골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.5,15,400,2,800,227.5,003600752,https://www.dongwonmall.com/product/detail.do?productId=003600752,동원 자연산왕골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 고추참치 90g x 20캔,참치/연어통조림,통조림,반찬/주재료,32000,5,15,90,20,1800,177.78,003743886,https://www.dongwonmall.com/product/detail.do?productId=003743886,동원 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원참치 스프레드 고소마요 100gx4입,참치/연어통조림,통조림,반찬/주재료,6400,4.8,15,100,4,400,160,001494978,https://www.dongwonmall.com/product/detail.do?productId=001494978,동원참치 스프레드 고소마요,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 국산고구마당면 400g,파스타/생면/건면/기타 면,면류,주식,5900,4.9,15,400,1,400,147.5,000666289,https://www.dongwonmall.com/product/detail.do?productId=000666289,동원 국산고구마당면,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 리챔 더블라이트 200g x 12캔,햄/닭가슴살,가공육,반찬/주재료,32400,4.9,15,200,12,2400,135,003610918,https://www.dongwonmall.com/product/detail.do?productId=003610918,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 양반 보양 삼계탕 900g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,9980,4.8,15,900,1,900,110.89,001332349,https://www.dongwonmall.com/product/detail.do?productId=001332349,동원 양반 보양 삼계탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 번데기 130gx6캔,골뱅이/수산통조림,통조림,안주/반찬,8300,4.9,15,130,6,780,106.41,003702278,https://www.dongwonmall.com/product/detail.do?productId=003702278,동원 번데기,,,확인필요,,,캔,,false,false,true
동원 양반 수라 한우사골설렁탕 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,5,15,460,5,2300,104.35,003565898,https://www.dongwonmall.com/product/detail.do?productId=003565898,동원 양반 수라 한우사골설렁탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원 미니파인애플 234g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,20000,5,15,234,12,2808,71.23,003619067,https://www.dongwonmall.com/product/detail.do?productId=003619067,동원 미니파인애플,,,확인필요,,,캔,,false,false,true
동원 고등어 300g x 9캔,고등어/꽁치통조림,통조림,반찬,18900,5,15,300,9,2700,70,003605736,https://www.dongwonmall.com/product/detail.do?productId=003605736,동원 고등어,수산가공/통조림,,"해물, 고등어",즉석,식재료,캔,,false,false,true
동원 양반 참치죽 420g x 4개,죽/스프,즉석조리식품,간편식사,10900,5,15,420,4,1680,64.88,003565778,https://www.dongwonmall.com/product/detail.do?productId=003565778,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 지중해 황도 복숭아 820g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,10800,5,15,820,3,2460,43.9,003618529,https://www.dongwonmall.com/product/detail.do?productId=003618529,동원 지중해 황도 복숭아,,,확인필요,,,캔,,false,false,true
동원참치 콘참치 85g x 3캔,참치/연어통조림,통조림,반찬/주재료,5100,4.8,14,85,3,255,200,001478593,https://www.dongwonmall.com/product/detail.do?productId=001478593,동원참치 콘참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 김치찌개용 250g x 15캔,참치/연어통조림,통조림,반찬/주재료,51000,5,14,250,15,3750,136,003605658,https://www.dongwonmall.com/product/detail.do?productId=003605658,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,캔,,false,false,true
동원 리챔 순살꼬꼬 200g x 12개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,32400,5,14,200,12,2400,135,003688547,https://www.dongwonmall.com/product/detail.do?productId=003688547,동원 리챔 순살꼬꼬 닭가슴살햄,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 양반 캔갓김치 160g,반찬/기타통조림,반찬,반찬,2000,4.6,14,160,1,160,125,001080758,https://www.dongwonmall.com/product/detail.do?productId=001080758,동원 양반 캔갓김치,,,확인필요,,,캔,,false,false,true
동원 번데기 130gx12캔,골뱅이/수산통조림,통조림,안주/반찬,15400,4.9,14,130,12,1560,98.72,003702283,https://www.dongwonmall.com/product/detail.do?productId=003702283,동원 번데기,,,확인필요,,,캔,,false,false,true
동원 미니파인애플 234g,과일/옥수수/팥,통조림,간식/요리재료,2000,4.6,14,234,1,234,85.47,001068845,https://www.dongwonmall.com/product/detail.do?productId=001068845,동원 미니파인애플,,,확인필요,,,캔,,false,false,true
[4%적립금] 동원 런천미트 340g x 24개(1박스),햄/닭가슴살,가공육,반찬/주재료,56000,5,14,340,24,8160,68.63,003687773,https://www.dongwonmall.com/product/detail.do?productId=003687773,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
