상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 양반 참치죽 287g x 24개,죽/스프,즉석조리식품,간편식사,37900,4.9,70,287,24,6888,55.02,001048201,https://www.dongwonmall.com/product/detail.do?productId=001048201,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,false,false,true
[4%적립금] 동원 자연산왕골뱅이 400g x 24개(1박스),골뱅이/수산통조림,통조림,안주/반찬,179000,5,67,400,24,9600,186.46,003698222,https://www.dongwonmall.com/product/detail.do?productId=003698222,동원 자연산왕골뱅이,수산가공/통조림,슬라이스형,골뱅이,즉석,식재료,캔,,false,false,true
동원참치 고추참치 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,5300,4.9,67,100,3,300,176.67,001016384,https://www.dongwonmall.com/product/detail.do?productId=001016384,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,매콤하다; 맛있다; 간편,false,false,true
동원 복숭아 백도 400g,과일/옥수수/팥,통조림,간식/요리재료,2800,4.9,67,400,1,400,70,000002203,https://www.dongwonmall.com/product/detail.do?productId=000002203,동원 복숭아 백도,,,확인필요,,,,,false,false,true
동원 리챔 200g x 3캔,햄/닭가슴살,가공육,반찬/주재료,8900,4.9,66,200,3,600,148.33,000012627,https://www.dongwonmall.com/product/detail.do?productId=000012627,동원 리챔,햄/통조림,블록형,"돼지고기, 소고기 (햄)",조리 필요,반찬,캔,부드럽다; 짠맛; 낮음; 맛있다,false,false,true
동원참치 불참치 90g x 10개,참치/연어통조림,통조림,반찬/주재료,20000,5,64,90,10,900,222.22,003688345,https://www.dongwonmall.com/product/detail.do?productId=003688345,동원참치 불참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 야채참치 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5,64,150,5,750,180,000002626,https://www.dongwonmall.com/product/detail.do?productId=000002626,동원참치 야채참치,참치/통조림,플레이크형,야채,즉석,반찬,캔,,false,false,true
동원참치 고추참치 100g x 5캔,참치/연어통조림,통조림,반찬/주재료,9500,5,63,100,5,500,190,000306593,https://www.dongwonmall.com/product/detail.do?productId=000306593,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,매콤하다; 맛있다; 간편,false,false,true
동원 떡볶이의신 학교앞 국물떡볶이 372g (2인분),떡볶이/떡류,떡류,간식,4980,4.5,63,372,1,372,133.87,000907618,https://www.dongwonmall.com/product/detail.do?productId=000907618,동원 떡볶이의신 학교앞 국물떡볶이,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
[2%적립금] 동원참치 라이트스탠다드 1880g,참치/연어통조림,통조림,반찬/주재료,19000,4.9,63,1880,1,1880,101.06,000002153,https://www.dongwonmall.com/product/detail.do?productId=000002153,동원참치 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 자연산골뱅이 매실청 140g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,32800,5,61,140,10,1400,234.29,003579779,https://www.dongwonmall.com/product/detail.do?productId=003579779,동원 자연산골뱅이 매실청,수산가공/통조림,슬라이스형,골뱅이,즉석,식재료,캔,,false,false,true
동원참치 고추참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5,61,150,3,450,182.22,001360950,https://www.dongwonmall.com/product/detail.do?productId=001360950,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,매콤하다; 맛있다; 간편,false,false,true
동원 양반 진국 소고기무국 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,19300,4.9,60,460,5,2300,83.91,003566167,https://www.dongwonmall.com/product/detail.do?productId=003566167,동원 양반 진국 소고기무국,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원참치 야채참치 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,4.9,59,150,3,450,182.22,001360951,https://www.dongwonmall.com/product/detail.do?productId=001360951,동원참치 야채참치,참치/통조림,플레이크형,야채,즉석,반찬,캔,,false,false,true
동원참치 살코기 라이트스탠다드 85g x 3캔,참치/연어통조림,통조림,반찬/주재료,5100,5,58,85,3,255,200,001478572,https://www.dongwonmall.com/product/detail.do?productId=001478572,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,"다랑어, 카놀라유, 야채즙 (마일드)",즉석,반찬,캔,맛있다; 가성비; 배송; 빠름,false,false,true
동원 초밥의달인 롤유부초밥(고소한맛) 254g x 2개,아이반찬,반찬,반찬,9900,4.9,58,254,2,508,194.88,001431219,https://www.dongwonmall.com/product/detail.do?productId=001431219,동원 초밥의달인 롤유부초밥,,,확인필요,,,,,false,false,true
동원 리챔 순닭가슴살 135g x 24개(1/2박스),햄/닭가슴살,가공육,반찬/주재료,45600,5,58,135,24,3240,140.74,003688582,https://www.dongwonmall.com/product/detail.do?productId=003688582,동원 리챔 순닭가슴살,햄/통조림,블록형,"돼지고기, 소고기 (햄)",조리 필요,반찬,캔,,false,false,true
