상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원참치 살코기 라이트스탠다드 85g x 20캔,참치/연어통조림,통조림,반찬/주재료,31900,5,2304,85,20,1700,187.65,001080733,https://www.dongwonmall.com/product/detail.do?productId=001080733,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 살코기 라이트스탠다드 250g x 10캔,참치/연어통조림,통조림,반찬/주재료,31490,4.9,984,250,10,2500,125.96,000206843,https://www.dongwonmall.com/product/detail.do?productId=000206843,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 살코기 라이트스탠다드 85g x 10캔,참치/연어통조림,통조림,반찬/주재료,16600,4.9,905,85,10,850,195.29,000624402,https://www.dongwonmall.com/product/detail.do?productId=000624402,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 살코기 라이트스탠다드 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,4.9,899,150,20,3000,166.67,001217310,https://www.dongwonmall.com/product/detail.do?productId=001217310,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 살코기 라이트스탠다드 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,12300,4.9,845,150,5,750,164,000002619,https://www.dongwonmall.com/product/detail.do?productId=000002619,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 리챔 200g x 10캔,햄/닭가슴살,통조림,반찬/주재료,27900,5,837,200,10,2000,139.5,001219667,https://www.dongwonmall.com/product/detail.do?productId=001219667,동원 리챔,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원참치 살코기 라이트스탠다드 100g x 10캔,참치/연어통조림,통조림,반찬/주재료,18950,5,816,100,10,1000,189.5,000064505,https://www.dongwonmall.com/product/detail.do?productId=000064505,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원참치 마일드참치 200g x 10캔,참치/연어통조림,통조림,반찬/주재료,26490,4.9,791,200,10,2000,132.45,000277623,https://www.dongwonmall.com/product/detail.do?productId=000277623,동원참치 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,false,false,true
동원참치 고추참치 85g x 20캔,참치/연어통조림,통조림,반찬/주재료,31900,5,741,85,20,1700,187.65,000664373,https://www.dongwonmall.com/product/detail.do?productId=000664373,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원참치 살코기 라이트스탠다드 150g x 10캔,참치/연어통조림,통조림,반찬/주재료,27000,4.9,645,150,10,1500,180,000632615,https://www.dongwonmall.com/product/detail.do?productId=000632615,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 양반 수라 한우사골곰탕 460g (1~2인분) x 20개,국/탕/찌개,즉석조리식품,식사,39600,4.9,637,460,20,9200,43.04,001243573,https://www.dongwonmall.com/product/detail.do?productId=001243573,동원 양반 수라 한우사골곰탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원참치 고추참치 85g x 10캔,참치/연어통조림,통조림,반찬/주재료,17900,4.9,600,85,10,850,210.59,000665448,https://www.dongwonmall.com/product/detail.do?productId=000665448,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
