상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 번데기 130gx24캔(1/2박스),골뱅이/수산통조림,통조림,안주/반찬,30000,4.7,7,130,24,3120,96.15,003702288,https://www.dongwonmall.com/product/detail.do?productId=003702288,동원 번데기,,,확인필요,,,캔,,false,false,true
동원 떡볶이의신 우리쌀 국물떡볶이 422g(2인) x 5개,떡볶이/떡류,떡류,간식,19900,5,7,422,5,2110,94.31,003607111,https://www.dongwonmall.com/product/detail.do?productId=003607111,동원 떡볶이의신 우리쌀 국물떡볶이,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 양반 수라 차돌된장찌개 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.1,7,460,5,2300,104.35,003637719,https://www.dongwonmall.com/product/detail.do?productId=003637719,동원 양반 수라 차돌된장찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 미니파인코코 227g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,37000,5,7,227,24,5448,67.91,003619062,https://www.dongwonmall.com/product/detail.do?productId=003619062,동원 미니파인코코,,,확인필요,,,캔,,false,false,true
동원 저스트 노슈가 파인애플 425gx12개,과일/옥수수/팥,통조림,간식/요리재료,33900,5,7,425,12,5100,66.47,003731544,https://www.dongwonmall.com/product/detail.do?productId=003731544,동원 저스트 노슈가 파인애플,,,확인필요,,,,,false,false,true
동원 저스트 노슈가 파인애플 425gx24개(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,4.9,7,425,24,10200,53.92,003731547,https://www.dongwonmall.com/product/detail.do?productId=003731547,동원 저스트 노슈가 파인애플,,,확인필요,,,,,false,false,true
동원 저스트 노슈가 후르츠칵테일 822g,과일/옥수수/팥,통조림,간식/요리재료,3980,4.9,7,822,1,822,48.42,003730365,https://www.dongwonmall.com/product/detail.do?productId=003730365,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,false,false,true
동원 한입골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.8,6,400,2,800,227.5,000204860,https://www.dongwonmall.com/product/detail.do?productId=000204860,동원 한입골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 자연산골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.7,6,400,2,800,227.5,003601026,https://www.dongwonmall.com/product/detail.do?productId=003601026,동원 자연산골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,false,false,true
동원 고추참치 90g,참치/연어통조림,통조림,반찬/주재료,1900,5,6,90,1,90,211.11,003743867,https://www.dongwonmall.com/product/detail.do?productId=003743867,동원 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,false,false,true
동원맛참 마요참기름 135g 10캔,참치/연어통조림,통조림,반찬/주재료,27900,5,6,135,10,1350,206.67,003774395,https://www.dongwonmall.com/product/detail.do?productId=003774395,동원맛참 마요참기름,,,확인필요,,,캔,,false,false,true
동원 리챔 더블라이트 120g x 3캔,햄/닭가슴살,가공육,반찬/주재료,6900,5,6,120,3,360,191.67,003567816,https://www.dongwonmall.com/product/detail.do?productId=003567816,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 리챔 더블라이트 120g x 6캔,햄/닭가슴살,가공육,반찬/주재료,13200,4.7,6,120,6,720,183.33,003567817,https://www.dongwonmall.com/product/detail.do?productId=003567817,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
[4%적립금] 동원 양반 들깨닭죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,130000,5,6,420,60,25200,51.59,003686510,https://www.dongwonmall.com/product/detail.do?productId=003686510,동원 양반 들깨닭죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
동원 리챔 더블라이트 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5,6,200,1,200,150,001425340,https://www.dongwonmall.com/product/detail.do?productId=001425340,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 리챔 순닭가슴살 135g x 12개,햄/닭가슴살,가공육,반찬/주재료,24000,5,6,135,12,1620,148.15,003688576,https://www.dongwonmall.com/product/detail.do?productId=003688576,동원 리챔 순닭가슴살,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인),떡볶이/떡류,떡류,간식,4980,4.3,6,360,1,360,138.33,003607079,https://www.dongwonmall.com/product/detail.do?productId=003607079,동원 떡볶이의신 우리쌀 로제떡볶이,,,확인필요,,,,,false,false,true
동원 리챔 340g x 6캔,햄/닭가슴살,가공육,반찬/주재료,25500,4.8,6,340,6,2040,125,000541884,https://www.dongwonmall.com/product/detail.do?productId=000541884,동원 리챔,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,false,false,true
동원 양반 수라 통다리 닭볶음탕 490g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15900,4.7,6,490,3,1470,108.16,003603762,https://www.dongwonmall.com/product/detail.do?productId=003603762,동원 양반 수라 통다리 닭볶음탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,false,false,true
