상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 양반 밤단팥죽 285g,죽/스프,즉석조리식품,간편식사,2200,4.9,54,285,1,285,77.19,000578082,https://www.dongwonmall.com/product/detail.do?productId=000578082,동원 양반 밤단팥죽,죽류,레토르트죽,"단팥, 밤",전자레인지,식사대용,파우치,,false,false,true
동원 고등어 300g x 3캔,고등어/꽁치통조림,통조림,반찬,6900,4.8,54,300,3,900,76.67,001479736,https://www.dongwonmall.com/product/detail.do?productId=001479736,동원 고등어,,,확인필요,,,캔,,false,false,true
동원 양반 전복죽 420g,죽/스프,즉석조리식품,간편식사,3400,4.9,53,420,1,420,80.95,001073666,https://www.dongwonmall.com/product/detail.do?productId=001073666,동원 양반 전복죽,죽류,레토르트죽,"해물, 전복",전자레인지,식사대용,캔,,false,false,true
동원 미니파인애플 234g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,37000,5,53,234,24,5616,65.88,003619069,https://www.dongwonmall.com/product/detail.do?productId=003619069,동원 미니파인애플,,,확인필요,,,캔,,false,false,true
동원참치 콘참치 85g x 10캔,참치/연어통조림,통조림,반찬/주재료,16600,5,52,85,10,850,195.29,001006009,https://www.dongwonmall.com/product/detail.do?productId=001006009,동원참치 콘참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,false,false,true
동원 꽁치 230g x 6캔,고등어/꽁치통조림,통조림,반찬,18600,4.9,52,230,6,1380,134.78,001358852,https://www.dongwonmall.com/product/detail.do?productId=001358852,동원 꽁치,,,꽁치,,,캔,,false,false,true
동원 양반 수라 한우사골설렁탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,4.9,50,460,3,1380,108.7,003565897,https://www.dongwonmall.com/product/detail.do?productId=003565897,동원 양반 수라 한우사골설렁탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,false,false,true
동원 양반 버섯 야채죽 420g x 4개,죽/스프,즉석조리식품,간편식사,10900,4.9,50,420,4,1680,64.88,003565771,https://www.dongwonmall.com/product/detail.do?productId=003565771,동원 양반 버섯 야채죽,죽류,레토르트죽,야채,전자레인지,식사대용,파우치,,false,false,true
동원 양반 수라 차돌육개장 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,4.9,49,460,3,1380,108.7,001479786,https://www.dongwonmall.com/product/detail.do?productId=001479786,동원 양반 수라 차돌육개장,,,확인필요,,,,,false,false,true
동원 양반 백합죽 420g x 10개,죽/스프,즉석조리식품,간편식사,23900,5,49,420,10,4200,56.9,003565767,https://www.dongwonmall.com/product/detail.do?productId=003565767,동원 양반 백합죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,false,false,true
